"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","17/697","221/18670",0.00397020997695101,0.0428326331536347,0.0353067674901269,"PRKACB/MRAP2/RAMP1/FLNA/GRM8/ADGRG7/MARCO/CHGA/GNAO1/ATP2B4/CHRM2/AKAP12/PALM/S1PR3/PLN/ADCY5/VIP",17
"GO:0006929","GO:0006929","substrate-dependent cell migration","5/697","29/18670",0.00403137911894677,0.043194662568989,0.0356051868832718,"FN1/NRP2/SLIT2/NTN1/MYH10",5
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","5/697","29/18670",0.00403137911894677,0.043194662568989,0.0356051868832718,"TGFB1/NOX1/C3/SULF1/CYP1B1",5
"GO:0010882","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","5/697","29/18670",0.00403137911894677,0.043194662568989,0.0356051868832718,"ATP1B1/ATP1A2/CASQ2/PLN/CACNA1C",5
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","9/697","84/18670",0.00405875763048354,0.0432903399087711,0.0356840533302082,"FABP1/SFRP2/MAGEA3/DPEP1/WNT9A/CRYAB/NGFR/VIL1/AQP1",9
"GO:0045445","GO:0045445","myoblast differentiation","9/697","84/18670",0.00405875763048354,0.0432903399087711,0.0356840533302082,"LGALS1/TGFB1/SOSTDC1/CXCL14/BOC/MYOCD/SOX8/GREM1/SMYD1",9
"GO:0035282","GO:0035282","segmentation","10/697","100/18670",0.00415736184220831,0.0442414946156091,0.0364680863351606,"SFRP2/TDGF1/CDX1/NRP2/ROR2/SFRP1/MEOX2/CDX2/MAFB/AXIN2",10
"GO:0043113","GO:0043113","receptor clustering","7/697","55/18670",0.00419335273874636,0.0445235393731599,0.0367005746961011,"TGFB1/FLNA/APOE/PIGR/GRIK5/ITGB2/LRP4",7
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","16/697","204/18670",0.00423895586831394,0.0447792887658138,0.036911387893361,"PPARG/FSTL3/TGFB1/FAM20C/CA2/CLDN18/ROR2/SFRP1/CARTPT/CD109/MAFB/FBN1/CSF1R/CEBPA/CCL19/TSPAN2",16
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","14/697","168/18670",0.00424606509712064,0.0447792887658138,0.036911387893361,"SPHK1/FABP1/SMPD3/AKR1C3/LCN2/DPEP1/CYP1B1/FBLN5/AXL/MYB/KLF2/AQP1/MMP2/SOD3",14
"GO:1990138","GO:1990138","neuron projection extension","14/697","168/18670",0.00424606509712064,0.0447792887658138,0.036911387893361,"APOE/L1CAM/FN1/LAMB2/DPYSL2/SLIT3/PTPRS/MAP1B/NRP2/SLIT2/NTN1/DBN1/CXCR4/CXCL12",14
"GO:0032355","GO:0032355","response to estradiol","12/697","134/18670",0.00442686924544734,0.0465813842351668,0.0383968479514255,"TGFB1/COL1A1/HPGD/IHH/MAP1B/SFRP1/STXBP1/CRYAB/PDGFRB/CCN2/AREG/GGT1",12
"GO:0060395","GO:0060395","SMAD protein signal transduction","8/697","70/18670",0.00444927491729591,0.0467124098140262,0.0385048518098728,"PBLD/TGFB1/LEFTY1/CILP/ROR2/TGFB3/WWTR1/VIM",8
"GO:0060538","GO:0060538","skeletal muscle organ development","14/697","169/18670",0.00447562261484367,0.0468238401286593,0.0385967033707141,"XK/TGFB1/POPDC2/MEOX2/ASB2/CFL2/CAV1/SVIL/HEYL/MYOCD/SOX8/SMYD1/DCN/ELN",14
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","21/697","300/18670",0.00447984321708247,0.0468238401286593,0.0385967033707141,"CAVIN3/TGFB1/APOE/FN1/MARCO/FBLN1/CCL21/S100A7/HAND2/AKAP12/EMILIN1/PDGFRB/CCL20/CSF1R/TIMP3/CCN2/CCL19/FGFR3/GPNMB/CCL5/DUSP4",21
"GO:1901343","GO:1901343","negative regulation of vasculature development","15/697","187/18670",0.00449210502583075,0.0468476641916083,0.038616341450124,"PPARG/XDH/THBS2/SULF1/THBS4/NFATC1/MEOX2/EMILIN1/NGFR/HSPG2/SERPINF1/KLF2/ISM1/DCN/SERPINE1",15
"GO:0015850","GO:0015850","organic hydroxy compound transport","19/697","262/18670",0.00458949928647255,0.0477572508900569,0.0393661101127007,"PPARG/CFTR/APOE/SLC51B/SPP1/CHGA/GAL/SYT11/CARTPT/CAV1/MYB/C1QTNF1/CXCL12/CLU/SNCG/AQP1/MAOB/VIP/CEL",19
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","7/697","56/18670",0.00464157113061019,0.0481922418494549,0.0397246714135828,"TGFB1/SULF1/FGFR1/SFRP1/SOX8/FGF7/SIX2",7
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","5/697","30/18670",0.00469155244723134,0.0483900123843004,0.0398876928711977,"FSCN1/CCL21/PALM/TGFB3/DPYSL3",5
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","5/697","30/18670",0.00469155244723134,0.0483900123843004,0.0398876928711977,"THBS4/CCL21/JAM3/SLIT2/CCL19",5
"GO:0099068","GO:0099068","postsynapse assembly","5/697","30/18670",0.00469155244723134,0.0483900123843004,0.0398876928711977,"NLGN2/PTPRD/PTPRS/LRP4/CEL",5
"GO:0006022","GO:0006022","aminoglycan metabolic process","14/697","170/18670",0.0047151291553021,0.0485265375566507,0.0400002300224728,"TGFB1/SMPD3/BGN/CHST5/B3GNT6/PRELP/CHST13/OGN/CSPG4/CHST15/HSPG2/PDGFRB/OMD/DCN",14
"GO:0070542","GO:0070542","response to fatty acid","9/697","86/18670",0.00474839183659164,0.0487619319236861,0.0401942646538622,"PPARG/AKR1C3/TNC/CCL21/PDK4/SFRP1/TGFBR3/CCN2/CCL19",9
"GO:0002689","GO:0002689","negative regulation of leukocyte chemotaxis","4/697","19/18670",0.00476964692793998,0.0488732598969919,0.0402860318551584,"PADI2/MMP28/SLIT2/GREM1",4
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","10/697","102/18670",0.00478855776041579,0.0489601341386303,0.0403576419436487,"TGFB1/XDH/ACE2/DUOXA2/AKR1C3/ITGAM/PDGFRB/CLU/KLF2/ITGB2",10
"GO:0045807","GO:0045807","positive regulation of endocytosis","13/697","153/18670",0.00488805902964699,0.0498688283176811,0.0411066749060702,"PPARG/TSPAN1/APOE/C3/SFRP4/CCL21/CLIP3/AXL/GREM1/CLU/CCL19/RAB31/SERPINE1",13
